ID,Geburtsjahr,Bildungsniveau,Familienstand,Einkommen,Kinder_zu_Hause,Teenager_zu_Hause,Datum_Kunde,Letzter_Kauf_Tage,Beschwerde,Ausgaben_Wein,Ausgaben_Obst,Ausgaben_Fleisch,Ausgaben_Fisch,Ausgaben_Süßigkeiten,Ausgaben_Gold,Anzahl_Rabattkäufe,Anzahl_Webkäufe,Anzahl_Katalogkäufe,Anzahl_Ladeneinkäufe,Anzahl_WebBesuche_Monat,Kampagne_1_Akzeptiert,Kampagne_2_Akzeptiert,Kampagne_3_Akzeptiert,Kampagne_4_Akzeptiert,Kampagne_5_Akzeptiert,Antwort_Letzte_Kampagne
6605,1954,Doktor,Geschieden,55614.0,0,0,27-11-2023,85,0,504,13,131,8,0,26,1,9,4,6,7,0,0,0,1,0,0
3136,1972,Master,Geschieden,59432.0,0,1,13-04-2023,88,0,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0
8737,1988,Hochschulabschluss,Geschieden,55563.0,0,1,05-04-2024,22,0,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0
11088,1981,Doktor,Zusammenlebend,78642.0,0,1,21-04-2023,83,0,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0
716,1959,Doktor,Zusammenlebend,67911.0,0,1,22-05-2024,63,0,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0
466,1954,Hochschulabschluss,Verheiratet,65275.0,0,0,03-04-2023,9,0,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0
9135,1960,Hochschulabschluss,Zusammenlebend,27203.0,1,1,06-08-2022,92,0,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0
10623,1971,Master,Zusammenlebend,48330.0,0,1,15-11-2023,2,0,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0
8151,2000,Grundbildung,Verheiratet,24279.0,0,0,29-12-2022,6,0,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0
5140,1995,Doktor,Verheiratet,64355.0,1,0,24-08-2022,66,0,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0
10160,1966,Master,Zusammenlebend,50943.0,0,1,21-06-2023,49,0,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0
4945,1963,Hochschulabschluss,Verwitwet,53653.0,0,0,07-11-2022,29,0,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0
10584,1986,Hochschulabschluss,Verheiratet,65665.0,0,1,02-12-2023,77,0,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0
6071,1999,Hochschulabschluss,Ledig,81217.0,0,0,19-07-2023,77,0,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0
3386,2002,Hochschulabschluss,Verheiratet,34935.0,0,0,21-06-2023,71,0,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0
8939,1969,Hochschulabschluss,Geschieden,61250.0,0,1,16-12-2022,49,0,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0
9925,1991,Doktor,Zusammenlebend,39665.0,1,0,25-05-2023,97,0,127,1,56,0,1,31,3,4,2,3,7,0,0,1,0,0,0
4320,1989,Hochschulabschluss,Ledig,60152.0,0,1,28-03-2023,6,0,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0
5389,1974,Hochschulabschluss,Verheiratet,48920.0,0,2,20-10-2023,93,0,238,17,68,8,10,6,3,6,2,5,7,0,0,0,1,0,0
6036,1969,Master,Zusammenlebend,89120.0,0,0,17-03-2024,78,0,1168,92,408,72,129,55,1,5,6,7,1,0,0,0,0,1,0
182,1956,Doktor,Zusammenlebend,44124.0,0,1,11-05-2023,62,0,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0
203,1985,Master,Ledig,81169.0,0,0,14-04-2023,47,0,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0
11025,1971,Hochschulabschluss,Verheiratet,36443.0,1,1,03-02-2023,9,0,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0
10203,2000,Hochschulabschluss,Ledig,26095.0,1,0,30-06-2023,77,0,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0
4607,1969,Hochschulabschluss,Zusammenlebend,71367.0,0,0,23-08-2023,24,0,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0
3711,1954,Master,Verheiratet,80184.0,0,0,01-03-2024,19,0,1035,134,670,25,38,0,1,6,3,10,3,1,0,0,0,1,0
3696,1975,Hochschulabschluss,Geschieden,30630.0,1,1,27-01-2024,67,0,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0
2532,1997,Master,Ledig,73454.0,0,0,01-03-2024,95,0,982,73,351,56,14,175,1,2,4,6,5,0,0,1,0,0,0
9214,2001,Hochschulabschluss,Verheiratet,42691.0,0,0,16-08-2023,48,0,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0
4943,1963,Hochschulabschluss,Verheiratet,70503.0,0,0,30-09-2022,73,0,1379,33,216,0,33,66,1,2,4,9,6,0,0,0,1,1,0
35,1997,Hochschulabschluss,Verheiratet,25545.0,1,0,08-09-2022,35,0,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,1
2258,1996,Hochschulabschluss,Verheiratet,32880.0,1,0,04-12-2022,76,0,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0
4322,1968,Doktor,Zusammenlebend,77863.0,0,0,27-11-2023,20,0,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0
713,1987,Master,Verheiratet,50353.0,0,0,08-06-2024,72,0,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0
4702,1974,Hochschulabschluss,Ledig,61839.0,0,0,12-08-2022,20,0,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0
3281,1970,Doktor,Verheiratet,49154.0,1,1,03-11-2023,69,0,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0
702,1985,Zweiter Studienzyklus,Verwitwet,47682.0,0,1,15-02-2023,80,0,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0
2004,1979,Hochschulabschluss,Ledig,72679.0,0,1,18-09-2023,65,0,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0
4769,1987,Master,Zusammenlebend,57954.0,1,1,18-06-2024,52,0,456,4,24,0,0,9,7,8,2,6,7,0,0,0,1,0,0
4437,1972,Hochschulabschluss,Verheiratet,65316.0,1,1,24-04-2023,65,0,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0
8724,1992,Hochschulabschluss,Ledig,28567.0,1,0,17-06-2023,57,0,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0
10741,1961,Master,Zusammenlebend,47352.0,0,1,11-04-2023,70,0,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0
1991,1977,Hochschulabschluss,Zusammenlebend,44931.0,0,1,18-01-2024,0,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0
6931,1977,Hochschulabschluss,Geschieden,76982.0,0,0,15-02-2024,19,0,464,151,292,65,60,30,1,8,3,4,4,0,0,0,0,1,1
11096,1962,Zweiter Studienzyklus,Zusammenlebend,57247.0,0,1,08-08-2023,50,0,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0
304,1991,Master,Ledig,22944.0,1,0,23-12-2023,67,0,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0
3665,1987,Zweiter Studienzyklus,Zusammenlebend,25315.0,1,0,07-11-2023,46,0,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0
10591,1979,Hochschulabschluss,Verwitwet,43638.0,0,1,06-08-2022,37,0,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0
5036,1994,Doktor,Ledig,42710.0,1,0,28-11-2022,38,0,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0
5547,1992,Doktor,Verheiratet,84169.0,0,0,07-08-2023,9,0,1478,19,403,0,19,0,1,7,6,6,3,0,0,0,1,1,1
7822,1986,Hochschulabschluss,Zusammenlebend,54058.0,0,1,04-06-2023,56,0,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0
8541,2000,Zweiter Studienzyklus,Verheiratet,24683.0,1,0,08-03-2024,98,0,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0
10955,1974,Hochschulabschluss,Verwitwet,85620.0,0,0,07-01-2024,68,0,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,1
4368,1990,Hochschulabschluss,Verheiratet,47850.0,1,0,03-12-2023,72,0,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0
9671,1978,Hochschulabschluss,Verheiratet,19514.0,1,1,26-01-2024,47,0,14,3,21,2,1,28,4,3,1,2,8,0,0,1,0,0,1
2256,1983,Master,Verheiratet,27159.0,1,1,29-03-2024,33,0,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0
4279,1973,Zweiter Studienzyklus,Ledig,39548.0,1,1,31-03-2024,87,0,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0
5371,1999,Hochschulabschluss,Ledig,21474.0,1,0,08-04-2024,0,0,6,16,24,11,0,34,2,3,1,2,7,0,0,1,0,0,1
9240,1981,Doktor,Ledig,60504.0,0,1,07-02-2024,73,0,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0
9460,1973,Hochschulabschluss,Verheiratet,22419.0,0,0,18-04-2023,74,0,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0
9504,1959,Master,Verheiratet,81698.0,0,0,06-11-2023,4,0,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,1
8692,1962,Hochschulabschluss,Zusammenlebend,43462.0,1,1,12-09-2022,50,0,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0
448,1988,Doktor,Ledig,54880.0,1,0,01-03-2023,57,0,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0
8314,1992,Hochschulabschluss,Verheiratet,79908.0,0,0,05-04-2023,30,0,557,129,761,29,185,111,1,5,6,7,2,0,0,0,0,1,0
8420,1980,Zweiter Studienzyklus,Verheiratet,15315.0,0,0,03-08-2023,27,0,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0
3174,1969,Hochschulabschluss,Zusammenlebend,87771.0,0,1,22-05-2023,61,0,1492,38,287,50,57,33,1,5,10,4,6,1,1,0,1,1,1
7685,1988,Hochschulabschluss,Verheiratet,33039.0,1,0,09-09-2023,4,0,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0
3179,1990,Hochschulabschluss,Ledig,81741.0,0,0,16-06-2023,75,0,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0
9780,1981,Master,Zusammenlebend,71499.0,0,1,25-06-2023,12,0,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0
10681,1980,Zweiter Studienzyklus,Verheiratet,62466.0,0,1,15-01-2024,13,0,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0
10232,1973,Doktor,Geschieden,48799.0,0,1,05-11-2023,9,0,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0
4184,1960,Doktor,Zusammenlebend,52157.0,0,1,07-06-2024,48,0,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0
9120,1972,Hochschulabschluss,Ledig,66565.0,0,1,05-12-2022,80,0,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0
891,1961,Master,Zusammenlebend,29298.0,1,1,07-09-2023,60,0,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0
10381,1989,Hochschulabschluss,Ledig,47691.0,0,1,05-07-2023,43,0,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0
3525,1980,Hochschulabschluss,Zusammenlebend,38200.0,1,1,07-12-2022,19,0,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0
6818,1984,Hochschulabschluss,Verheiratet,44989.0,0,1,12-09-2022,26,0,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0
3526,1978,Doktor,Verheiratet,38443.0,1,1,27-01-2024,58,0,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0
8181,1988,Zweiter Studienzyklus,Ledig,38593.0,1,0,13-09-2023,42,0,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0
1029,1980,Doktor,Zusammenlebend,64413.0,0,1,01-08-2023,27,0,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0
7369,1991,Master,Verheiratet,36959.0,1,0,02-10-2023,56,0,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0
2574,1987,Doktor,Verheiratet,61996.0,0,1,31-01-2023,27,0,1050,12,144,0,0,24,3,6,4,8,5,1,1,0,1,0,1
8159,1978,Hochschulabschluss,Verheiratet,51287.0,1,1,01-04-2024,10,0,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0
1160,1980,Hochschulabschluss,Verheiratet,13260.0,1,1,23-08-2023,48,0,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0
10242,1976,Doktor,Zusammenlebend,47472.0,1,1,16-09-2023,39,0,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0
5253,1966,Master,Zusammenlebend,54603.0,1,1,09-07-2023,85,0,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0
5966,1984,Doktor,Verheiratet,45207.0,1,1,10-11-2022,64,0,203,0,10,0,0,2,5,3,1,6,6,0,0,0,1,0,0
5314,1961,Hochschulabschluss,Zusammenlebend,40689.0,0,1,18-03-2023,69,0,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0
5081,1977,Zweiter Studienzyklus,Zusammenlebend,47821.0,1,1,20-10-2023,54,0,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0
5123,1961,Master,Verheiratet,27450.0,0,0,15-04-2023,57,0,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0
5756,1993,Hochschulabschluss,Zusammenlebend,39453.0,1,0,03-04-2024,64,0,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0
8036,1981,Zweiter Studienzyklus,Zusammenlebend,26850.0,1,1,18-04-2024,10,0,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0
9058,1965,Hochschulabschluss,Verwitwet,79800.0,0,0,23-09-2022,65,0,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,0,1,1
5057,1971,Master,Verheiratet,61794.0,0,1,14-09-2023,74,0,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0
254,1965,Hochschulabschluss,Zusammenlebend,53863.0,0,1,17-05-2024,4,0,399,4,30,6,4,30,3,7,1,7,7,0,0,0,1,0,0
4179,1969,Hochschulabschluss,Zusammenlebend,24221.0,0,0,20-08-2023,94,0,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0
3710,1994,Doktor,Ledig,39684.0,1,0,12-10-2022,41,1,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1
7627,1985,Master,Verheiratet,92163.0,0,0,12-12-2022,25,0,817,183,797,106,163,20,0,5,11,5,2,1,0,0,0,1,1
4501,1975,Master,Ledig,69882.0,0,0,10-11-2023,94,0,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0
6424,1987,Hochschulabschluss,Zusammenlebend,33178.0,1,0,30-01-2024,9,0,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0
3075,1982,Doktor,Verheiratet,59973.0,0,0,11-09-2023,47,0,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0
4992,1985,Master,Zusammenlebend,17459.0,1,0,19-09-2023,12,0,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,1
5252,1979,Hochschulabschluss,Geschieden,23910.0,1,0,26-10-2022,80,0,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0
7444,1979,Master,Verheiratet,42169.0,1,1,19-10-2023,20,0,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0
6919,1988,Zweiter Studienzyklus,Verheiratet,26224.0,1,0,04-06-2023,39,0,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0
3537,1991,Hochschulabschluss,Zusammenlebend,31089.0,1,0,17-08-2022,57,0,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0
10277,1971,Hochschulabschluss,Ledig,30081.0,0,1,21-02-2023,27,0,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0
2453,1970,Hochschulabschluss,Zusammenlebend,62807.0,0,1,31-08-2022,83,0,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0
7972,1965,Hochschulabschluss,Ledig,72906.0,0,0,17-09-2023,79,0,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0
895,1958,Doktor,Verheiratet,61467.0,0,2,09-12-2022,69,0,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0
1177,1976,Master,Zusammenlebend,49618.0,1,1,26-01-2023,77,0,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0
7141,1996,Master,Ledig,21888.0,1,0,29-12-2022,15,0,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,1
7232,1983,Hochschulabschluss,Verwitwet,42429.0,0,1,11-02-2024,99,0,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0
8477,1966,Hochschulabschluss,Geschieden,26150.0,2,1,11-03-2023,61,0,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0
2457,1985,Grundbildung,Verheiratet,30801.0,0,1,26-10-2022,23,0,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0
988,1975,Hochschulabschluss,Verheiratet,81168.0,0,0,07-05-2024,84,0,410,0,592,147,22,22,1,6,4,7,3,1,0,0,0,0,0
7930,1979,Master,Ledig,26877.0,0,0,19-08-2023,74,0,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0
4587,1954,Master,Verwitwet,45006.0,0,0,18-07-2023,90,0,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0
6682,1983,Grundbildung,Verheiratet,18978.0,1,0,11-12-2022,41,0,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0
6222,1977,Hochschulabschluss,Verheiratet,22574.0,2,1,28-10-2023,28,0,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0
10299,1979,Doktor,Ledig,48240.0,0,0,09-11-2022,73,0,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,1
3083,1984,Hochschulabschluss,Verheiratet,45837.0,1,1,26-07-2023,88,0,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0
8953,1975,Master,Ledig,35791.0,2,1,06-05-2023,94,0,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0
1503,1986,Doktor,Zusammenlebend,162397.0,1,1,03-06-2023,31,0,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0
8650,1988,Hochschulabschluss,Verwitwet,54162.0,1,1,18-03-2023,31,0,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0
10862,1970,Master,Verheiratet,30522.0,0,1,17-08-2022,6,0,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0
2782,1971,Doktor,Verheiratet,54456.0,0,1,11-07-2023,23,0,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0
6941,1981,Hochschulabschluss,Ledig,31632.0,0,0,14-07-2023,92,0,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0
10972,1959,Hochschulabschluss,Verwitwet,72298.0,0,0,10-03-2024,52,0,625,35,169,58,17,35,1,4,3,6,1,0,0,0,1,1,0
10708,1988,Zweiter Studienzyklus,Ledig,36975.0,1,0,28-12-2023,50,0,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0
6583,1965,Zweiter Studienzyklus,Verheiratet,72635.0,0,0,03-06-2023,54,0,390,22,323,104,35,107,1,6,8,6,3,1,0,0,0,0,0
3641,1986,Hochschulabschluss,Verheiratet,13624.0,1,0,20-01-2023,93,0,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0
10156,1985,Hochschulabschluss,Ledig,84196.0,0,1,03-06-2023,56,0,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0
4299,1970,Hochschulabschluss,Zusammenlebend,70971.0,0,1,21-09-2022,28,0,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1
3469,1987,Doktor,Geschieden,34487.0,1,1,06-09-2022,94,0,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0
5063,1987,Hochschulabschluss,Ledig,28769.0,1,0,18-12-2022,76,0,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0
10727,1980,Doktor,Verheiratet,69084.0,1,0,19-11-2023,43,0,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0
9624,1968,Doktor,Zusammenlebend,65488.0,0,0,13-06-2024,46,0,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0
5156,1980,Zweiter Studienzyklus,Verheiratet,62466.0,0,1,15-01-2024,13,0,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0
4376,1970,Zweiter Studienzyklus,Ledig,32218.0,0,0,15-02-2024,27,0,10,24,15,13,1,30,1,2,1,3,7,0,0,1,0,0,1
8923,1983,Hochschulabschluss,Ledig,83917.0,0,0,18-04-2023,12,0,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,1
8461,1972,Hochschulabschluss,Geschieden,46102.0,2,1,10-03-2024,3,0,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0
6945,1962,Hochschulabschluss,Ledig,84574.0,0,0,04-06-2023,72,0,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0
944,1972,Hochschulabschluss,Verheiratet,56181.0,0,1,08-01-2023,6,0,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0
1907,1960,Master,Geschieden,63120.0,0,1,28-09-2022,53,0,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,1
701,1981,Hochschulabschluss,Verheiratet,73691.0,0,1,06-11-2023,58,0,707,21,250,85,43,73,2,6,2,8,2,0,0,1,0,0,0
3856,1970,Hochschulabschluss,Zusammenlebend,63381.0,0,1,05-10-2022,78,0,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0
4149,1958,Doktor,Zusammenlebend,76140.0,0,0,13-05-2024,57,0,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0
2131,1969,Doktor,Geschieden,62859.0,0,1,30-12-2022,37,0,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0
2942,1974,Hochschulabschluss,Ledig,45906.0,0,1,07-05-2023,20,0,305,3,27,4,3,144,2,5,4,4,5,0,0,1,0,0,0
1173,1957,Master,Zusammenlebend,77632.0,0,0,10-03-2023,73,0,1200,105,758,0,42,147,1,4,2,6,2,0,0,0,1,1,1
4381,1981,Doktor,Verheiratet,46463.0,1,1,18-08-2023,56,0,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0
4611,1980,Hochschulabschluss,Zusammenlebend,105471.0,0,0,21-01-2023,36,0,1009,181,104,202,21,207,0,9,8,13,3,1,0,0,0,1,1
3376,1980,Master,Geschieden,55282.0,1,0,13-12-2023,9,0,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0
4679,1987,Master,Verheiratet,78710.0,0,1,23-05-2024,42,0,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0
10928,1968,Hochschulabschluss,Zusammenlebend,66886.0,0,1,16-09-2023,28,0,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0
4248,1970,Master,Ledig,98777.0,0,0,17-02-2024,23,0,1000,19,711,125,115,38,0,4,6,9,1,0,0,0,1,0,0
6728,1995,Hochschulabschluss,Zusammenlebend,29103.0,1,0,27-08-2022,38,0,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0
6661,1984,Hochschulabschluss,Verheiratet,67445.0,0,1,12-08-2022,63,0,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0
4725,1960,Doktor,Zusammenlebend,50616.0,0,1,13-04-2024,71,0,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0
3277,1965,Hochschulabschluss,Geschieden,49431.0,0,1,03-08-2022,9,0,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0
5555,1985,Hochschulabschluss,Geschieden,153924.0,0,0,07-02-2024,81,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2564,1963,Hochschulabschluss,Zusammenlebend,61278.0,0,1,04-01-2024,87,0,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0
946,1968,Zweiter Studienzyklus,Zusammenlebend,26490.0,0,0,22-09-2022,92,0,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0
3867,1957,Doktor,Zusammenlebend,73059.0,0,1,31-08-2023,36,0,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0
6940,1976,Doktor,Ledig,46734.0,1,2,21-10-2023,86,0,100,1,39,6,1,76,4,3,2,3,6,0,0,1,0,0,0
55,1973,Hochschulabschluss,Zusammenlebend,56253.0,0,1,07-12-2022,83,0,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0
7093,1995,Hochschulabschluss,Verheiratet,19986.0,1,0,14-11-2023,74,0,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0
5084,1985,Hochschulabschluss,Verwitwet,58330.0,0,1,25-12-2023,87,0,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0
1777,1990,Grundbildung,Verheiratet,25965.0,0,0,07-09-2022,29,0,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0
8162,1966,Master,Zusammenlebend,14661.0,0,0,01-01-2023,88,0,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0
10826,1969,Hochschulabschluss,Verheiratet,18690.0,0,0,28-12-2022,77,0,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0
8754,1984,Doktor,Zusammenlebend,45068.0,0,1,16-05-2023,25,0,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0
1987,1997,Grundbildung,Ledig,21063.0,1,0,25-09-2023,34,0,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0
11007,1978,Doktor,Verheiratet,29187.0,1,0,09-05-2023,43,0,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0
7426,1981,Zweiter Studienzyklus,Verheiratet,54690.0,1,1,07-11-2023,76,0,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0
9153,1974,Doktor,Verheiratet,59304.0,0,1,29-07-2023,81,0,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0
10379,1972,Master,Ledig,59247.0,0,2,08-11-2023,87,0,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0
9204,1980,Hochschulabschluss,Verwitwet,66731.0,0,1,12-09-2022,33,0,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0
3197,1990,Hochschulabschluss,Verheiratet,77353.0,0,1,16-12-2023,38,0,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0
2920,1985,Doktor,Ledig,52614.0,0,1,01-12-2022,63,0,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0
6961,1984,Hochschulabschluss,Verheiratet,26751.0,2,0,22-05-2024,26,0,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0
